OID,ID_source,X_source,Y_source,ID_end,X_end,Y_end
1189,8,220356.0093,9281300.749,63,215661.3617,9306200.505
1190,8,220356.0093,9281300.749,64,216713.4651,9305793.955
1191,8,220356.0093,9281300.749,65,218099.6192,9305530.166
1192,8,220356.0093,9281300.749,66,219563.8169,9305358.731
1193,8,220356.0093,9281300.749,67,220601.9682,9305256.254
1194,8,220356.0093,9281300.749,68,215433.1993,9307233.695
1195,8,220356.0093,9281300.749,69,216480.2273,9307203.214
1196,8,220356.0093,9281300.749,70,215297.0766,9308832.45
1197,8,220356.0093,9281300.749,71,216566.8341,9308784.236
1198,8,220356.0093,9281300.749,72,217402.3672,9309197.326
1199,8,220356.0093,9281300.749,73,214106.0865,9310659.621
1200,8,220356.0093,9281300.749,74,215133.008,9310244.576
1201,8,220356.0093,9281300.749,75,216262.0685,9310105.391
1202,8,220356.0093,9281300.749,76,217416.2802,9309497.915
1203,8,220356.0093,9281300.749,77,211244.8515,9312408.637
1204,8,220356.0093,9281300.749,78,212292.679,9312084.35
1205,8,220356.0093,9281300.749,79,213508.3264,9311480.489
1206,8,220356.0093,9281300.749,80,215139.2181,9311375.212
1207,8,220356.0093,9281300.749,81,216638.4208,9311390.242
1208,8,220356.0093,9281300.749,82,217423.7559,9311992.719
1209,8,220356.0093,9281300.749,83,211079.6171,9313240.822
1210,8,220356.0093,9281300.749,84,211929.9916,9313112.723
1211,8,220356.0093,9281300.749,85,213536.9892,9312765.346
1212,8,220356.0093,9281300.749,86,214667.1934,9313183.281
1213,8,220356.0093,9281300.749,87,210844.4154,9314757.328
1214,8,220356.0093,9281300.749,88,211546.2429,9314603.112
1215,8,220356.0093,9281300.749,89,210709.9657,9316316.166
1216,8,220356.0093,9281300.749,90,211447.72,9316404.472
1217,8,220356.0093,9281300.749,91,210732.3243,9317709.482
1218,8,220356.0093,9281300.749,92,211616.5896,9317879.936
1219,8,220356.0093,9281300.749,93,210844.2539,9319215.868
1220,8,220356.0093,9281300.749,94,211954.5057,9319348.685
1221,8,220356.0093,9281300.749,95,211028.305,9320653.372
1222,8,220356.0093,9281300.749,96,211924.2638,9320704.608
1223,8,220356.0093,9281300.749,97,211236.2975,9321940.052
1224,8,220356.0093,9281300.749,98,211903.2427,9322311.986
1225,8,220356.0093,9281300.749,99,212989.4479,9322805.754
1226,8,220356.0093,9281300.749,100,212217.2889,9323724.712
1227,8,220356.0093,9281300.749,101,213619.7601,9323859.218
1228,8,220356.0093,9281300.749,102,214916.8822,9324213.013
1229,8,220356.0093,9281300.749,103,216478.0363,9324100.697
1230,8,220356.0093,9281300.749,104,212580.3473,9325052.909
1231,8,220356.0093,9281300.749,105,213479.6808,9325425.55
1232,8,220356.0093,9281300.749,106,215210.3882,9325319.869
1233,8,220356.0093,9281300.749,107,216275.3863,9325343.034
1234,8,220356.0093,9281300.749,108,212840.5247,9326071.444
1235,8,220356.0093,9281300.749,109,213697.556,9326418.019
1236,8,220356.0093,9281300.749,110,215163.1994,9326519.001
1237,8,220356.0093,9281300.749,111,216321.108,9326680.555
1238,8,220356.0093,9281300.749,112,216491.3947,9328222.873
1239,8,220356.0093,9281300.749,113,218278.483,9328720.51
1240,8,220356.0093,9281300.749,114,216417.0588,9329913.647
1241,8,220356.0093,9281300.749,115,218034.6445,9329645.129
1242,8,220356.0093,9281300.749,116,216688.391,9331236.678
1243,8,220356.0093,9281300.749,117,217683.2193,9330807.337
1244,8,220356.0093,9281300.749,118,215800.3107,9333083.425
1245,8,220356.0093,9281300.749,119,216539.9791,9332752.272
1246,8,220356.0093,9281300.749,120,217407.245,9333055.124
1247,8,220356.0093,9281300.749,121,215777.8205,9333679.116
1248,8,220356.0093,9281300.749,122,216764.9904,9334155.649
1249,8,220356.0093,9281300.749,123,217602.2987,9334517.528
1250,8,220356.0093,9281300.749,124,216992.2472,9335504.923
1251,8,220356.0093,9281300.749,125,217543.6239,9335431.498
1252,8,220356.0093,9281300.749,126,217178.5047,9337419.822
1253,8,220356.0093,9281300.749,127,217481.5684,9337121.481
1254,8,220356.0093,9281300.749,128,217163.8736,9338539.357
1255,8,220356.0093,9281300.749,129,217478.5886,9338455.483
1256,8,220356.0093,9281300.749,130,216445.1932,9340410.566
1257,8,220356.0093,9281300.749,131,216353.9627,9341628.387
1258,8,220356.0093,9281300.749,132,216482.6337,9343300.463
1259,8,220356.0093,9281300.749,133,216508.8459,9344803.278
1260,8,220356.0093,9281300.749,134,216912.7906,9346054.356
1261,8,220356.0093,9281300.749,135,217563.016,9346322.822
1262,8,220356.0093,9281300.749,136,217012.1252,9347972.89
1263,8,220356.0093,9281300.749,137,217748.8914,9347173.116
1264,8,220356.0093,9281300.749,138,216708.3335,9349365.882
1265,8,220356.0093,9281300.749,139,217729.0699,9349924.41
1266,8,220356.0093,9281300.749,140,216579.8161,9350745.816
1267,8,220356.0093,9281300.749,141,217756.0426,9350152.92
1268,8,220356.0093,9281300.749,142,216591.2771,9352243.605
1269,8,220356.0093,9281300.749,143,217414.2603,9351944.945
1270,8,220356.0093,9281300.749,144,216707.6069,9353706.346
1271,8,220356.0093,9281300.749,145,217482.6398,9354073.031
1272,8,220356.0093,9281300.749,146,216874.0269,9355212.578
1273,8,220356.0093,9281300.749,147,217700.4539,9355364.915
1274,8,220356.0093,9281300.749,148,217002.1986,9356682.844
1275,8,220356.0093,9281300.749,149,217782.7776,9356768.42
1276,8,220356.0093,9281300.749,150,217224.284,9358047.908
1277,8,220356.0093,9281300.749,151,217925.5096,9358306.571
1278,8,220356.0093,9281300.749,152,218304.2594,9359625.25
1279,8,220356.0093,9281300.749,153,219109.887,9360154.904
1280,8,220356.0093,9281300.749,154,218375.084,9360533.602
1281,8,220356.0093,9281300.749,155,219679.8068,9360899.379
1282,8,220356.0093,9281300.749,156,220784.1132,9361728.057
1283,8,220356.0093,9281300.749,157,220224.8136,9363403.728
1284,8,220356.0093,9281300.749,158,221252.8252,9362932.585
1285,8,220356.0093,9281300.749,159,220130.9102,9364129.854
1286,8,220356.0093,9281300.749,160,220676.5068,9364823.054
1287,8,220356.0093,9281300.749,161,220965.2118,9365053.462
1288,9,220681.8789,9281759.772,1,215379.8541,9280685.623
1289,9,220681.8789,9281759.772,2,216084.5743,9280696.494
1290,9,220681.8789,9281759.772,3,220377.8235,9280982.039
1291,9,220681.8789,9281759.772,4,221083.1951,9280499.051
1292,9,220681.8789,9281759.772,5,214368.1239,9281603.483
1293,9,220681.8789,9281759.772,6,215109.0149,9281711.749
1294,9,220681.8789,9281759.772,7,216024.5784,9281640.556
1295,9,220681.8789,9281759.772,8,220356.0093,9281300.749
1296,9,220681.8789,9281759.772,9,220681.8789,9281759.772
1297,9,220681.8789,9281759.772,10,214333.0551,9283540.984
1298,9,220681.8789,9281759.772,11,214718.478,9283341.916
1299,9,220681.8789,9281759.772,12,216161.871,9283310.444
1300,9,220681.8789,9281759.772,13,220768.0356,9283171.672
1301,9,220681.8789,9281759.772,14,214236.6937,9284873.12
1302,9,220681.8789,9281759.772,15,215062.0103,9284821.394
1303,9,220681.8789,9281759.772,16,216175.7091,9285024.221
1304,9,220681.8789,9281759.772,17,220341.6909,9285042.565
1305,9,220681.8789,9281759.772,18,220559.5837,9284707.915
1306,9,220681.8789,9281759.772,19,214242.5176,9285951.152
1307,9,220681.8789,9281759.772,20,215126.4992,9286204.305
1308,9,220681.8789,9281759.772,21,216088.4348,9285959.628
1309,9,220681.8789,9281759.772,22,220128.1659,9286341.379
1310,9,220681.8789,9281759.772,23,220529.315,9286136.707
1311,9,220681.8789,9281759.772,24,215155.9601,9287033.29
1312,9,220681.8789,9281759.772,25,219858.9284,9287629.6
1313,9,220681.8789,9281759.772,26,220491.7896,9287209.561
1314,9,220681.8789,9281759.772,27,218843.8845,9289921.288
1315,9,220681.8789,9281759.772,28,219337.7198,9289278.179
1316,9,220681.8789,9281759.772,29,218583.9396,9290816.8
1317,9,220681.8789,9281759.772,30,218983.6024,9290473.163
1318,9,220681.8789,9281759.772,31,218343.2794,9292229.389
1319,9,220681.8789,9281759.772,32,219692.8646,9292231.265
1320,9,220681.8789,9281759.772,33,218091.327,9293752.133
1321,9,220681.8789,9281759.772,34,219556.632,9293953.206
1322,9,220681.8789,9281759.772,35,220421.0432,9293014.469
1323,9,220681.8789,9281759.772,36,217373.7955,9295944.515
1324,9,220681.8789,9281759.772,37,218029.518,9295277.016
1325,9,220681.8789,9281759.772,38,219511.5281,9295343.207
1326,9,220681.8789,9281759.772,39,220396.8086,9295762.959
1327,9,220681.8789,9281759.772,40,217340.2304,9296899.839
1328,9,220681.8789,9281759.772,41,218056.4679,9296812.255
1329,9,220681.8789,9281759.772,42,219519.6006,9297020.647
1330,9,220681.8789,9281759.772,43,220408.7169,9296141.167
1331,9,220681.8789,9281759.772,44,217270.2853,9298407.179
1332,9,220681.8789,9281759.772,45,218184.4747,9298346.528
1333,9,220681.8789,9281759.772,46,219504.7993,9298278.469
1334,9,220681.8789,9281759.772,47,217175.7305,9299754.996
1335,9,220681.8789,9281759.772,48,218118.7604,9299520.137
1336,9,220681.8789,9281759.772,49,219637.1984,9299726.934
1337,9,220681.8789,9281759.772,50,220419.714,9300413.145
1338,9,220681.8789,9281759.772,51,217162.6284,9301422.638
1339,9,220681.8789,9281759.772,52,218197.036,9301316.688
1340,9,220681.8789,9281759.772,53,219664.3887,9301176.277
1341,9,220681.8789,9281759.772,54,220516.7801,9301220.298
1342,9,220681.8789,9281759.772,55,216939.8612,9302814.292
1343,9,220681.8789,9281759.772,56,218061.6219,9302699.155
1344,9,220681.8789,9281759.772,57,219742.7915,9302548.919
1345,9,220681.8789,9281759.772,58,220514.1514,9302540.41
1346,9,220681.8789,9281759.772,59,216902.3065,9304234.998
1347,9,220681.8789,9281759.772,60,218113.5263,9304317.713
1348,9,220681.8789,9281759.772,61,219635.6639,9304264.923
1349,9,220681.8789,9281759.772,62,220655.7449,9304438.424
1350,9,220681.8789,9281759.772,63,215661.3617,9306200.505
1351,9,220681.8789,9281759.772,64,216713.4651,9305793.955
1352,9,220681.8789,9281759.772,65,218099.6192,9305530.166
1353,9,220681.8789,9281759.772,66,219563.8169,9305358.731
1354,9,220681.8789,9281759.772,67,220601.9682,9305256.254
1355,9,220681.8789,9281759.772,68,215433.1993,9307233.695
1356,9,220681.8789,9281759.772,69,216480.2273,9307203.214
1357,9,220681.8789,9281759.772,70,215297.0766,9308832.45
1358,9,220681.8789,9281759.772,71,216566.8341,9308784.236
1359,9,220681.8789,9281759.772,72,217402.3672,9309197.326
1360,9,220681.8789,9281759.772,73,214106.0865,9310659.621
1361,9,220681.8789,9281759.772,74,215133.008,9310244.576
1362,9,220681.8789,9281759.772,75,216262.0685,9310105.391
1363,9,220681.8789,9281759.772,76,217416.2802,9309497.915
1364,9,220681.8789,9281759.772,77,211244.8515,9312408.637
1365,9,220681.8789,9281759.772,78,212292.679,9312084.35
1366,9,220681.8789,9281759.772,79,213508.3264,9311480.489
1367,9,220681.8789,9281759.772,80,215139.2181,9311375.212
1368,9,220681.8789,9281759.772,81,216638.4208,9311390.242
1369,9,220681.8789,9281759.772,82,217423.7559,9311992.719
1370,9,220681.8789,9281759.772,83,211079.6171,9313240.822
1371,9,220681.8789,9281759.772,84,211929.9916,9313112.723
1372,9,220681.8789,9281759.772,85,213536.9892,9312765.346
1373,9,220681.8789,9281759.772,86,214667.1934,9313183.281
1374,9,220681.8789,9281759.772,87,210844.4154,9314757.328
1375,9,220681.8789,9281759.772,88,211546.2429,9314603.112
1376,9,220681.8789,9281759.772,89,210709.9657,9316316.166
1377,9,220681.8789,9281759.772,90,211447.72,9316404.472
1378,9,220681.8789,9281759.772,91,210732.3243,9317709.482
1379,9,220681.8789,9281759.772,92,211616.5896,9317879.936
1380,9,220681.8789,9281759.772,93,210844.2539,9319215.868
1381,9,220681.8789,9281759.772,94,211954.5057,9319348.685
1382,9,220681.8789,9281759.772,95,211028.305,9320653.372
1383,9,220681.8789,9281759.772,96,211924.2638,9320704.608
1384,9,220681.8789,9281759.772,97,211236.2975,9321940.052
1385,9,220681.8789,9281759.772,98,211903.2427,9322311.986
1386,9,220681.8789,9281759.772,99,212989.4479,9322805.754
1387,9,220681.8789,9281759.772,100,212217.2889,9323724.712
1388,9,220681.8789,9281759.772,101,213619.7601,9323859.218
1389,9,220681.8789,9281759.772,102,214916.8822,9324213.013
1390,9,220681.8789,9281759.772,103,216478.0363,9324100.697
1391,9,220681.8789,9281759.772,104,212580.3473,9325052.909
1392,9,220681.8789,9281759.772,105,213479.6808,9325425.55
1393,9,220681.8789,9281759.772,106,215210.3882,9325319.869
1394,9,220681.8789,9281759.772,107,216275.3863,9325343.034
1395,9,220681.8789,9281759.772,108,212840.5247,9326071.444
1396,9,220681.8789,9281759.772,109,213697.556,9326418.019
1397,9,220681.8789,9281759.772,110,215163.1994,9326519.001
1398,9,220681.8789,9281759.772,111,216321.108,9326680.555
1399,9,220681.8789,9281759.772,112,216491.3947,9328222.873
1400,9,220681.8789,9281759.772,113,218278.483,9328720.51
1401,9,220681.8789,9281759.772,114,216417.0588,9329913.647
1402,9,220681.8789,9281759.772,115,218034.6445,9329645.129
1403,9,220681.8789,9281759.772,116,216688.391,9331236.678
1404,9,220681.8789,9281759.772,117,217683.2193,9330807.337
1405,9,220681.8789,9281759.772,118,215800.3107,9333083.425
1406,9,220681.8789,9281759.772,119,216539.9791,9332752.272
1407,9,220681.8789,9281759.772,120,217407.245,9333055.124
1408,9,220681.8789,9281759.772,121,215777.8205,9333679.116
1409,9,220681.8789,9281759.772,122,216764.9904,9334155.649
1410,9,220681.8789,9281759.772,123,217602.2987,9334517.528
1411,9,220681.8789,9281759.772,124,216992.2472,9335504.923
1412,9,220681.8789,9281759.772,125,217543.6239,9335431.498
1413,9,220681.8789,9281759.772,126,217178.5047,9337419.822
1414,9,220681.8789,9281759.772,127,217481.5684,9337121.481
1415,9,220681.8789,9281759.772,128,217163.8736,9338539.357
1416,9,220681.8789,9281759.772,129,217478.5886,9338455.483
1417,9,220681.8789,9281759.772,130,216445.1932,9340410.566
1418,9,220681.8789,9281759.772,131,216353.9627,9341628.387
1419,9,220681.8789,9281759.772,132,216482.6337,9343300.463
1420,9,220681.8789,9281759.772,133,216508.8459,9344803.278
1421,9,220681.8789,9281759.772,134,216912.7906,9346054.356
1422,9,220681.8789,9281759.772,135,217563.016,9346322.822
1423,9,220681.8789,9281759.772,136,217012.1252,9347972.89
1424,9,220681.8789,9281759.772,137,217748.8914,9347173.116
1425,9,220681.8789,9281759.772,138,216708.3335,9349365.882
1426,9,220681.8789,9281759.772,139,217729.0699,9349924.41
1427,9,220681.8789,9281759.772,140,216579.8161,9350745.816
1428,9,220681.8789,9281759.772,141,217756.0426,9350152.92
1429,9,220681.8789,9281759.772,142,216591.2771,9352243.605
1430,9,220681.8789,9281759.772,143,217414.2603,9351944.945
1431,9,220681.8789,9281759.772,144,216707.6069,9353706.346
1432,9,220681.8789,9281759.772,145,217482.6398,9354073.031
1433,9,220681.8789,9281759.772,146,216874.0269,9355212.578
1434,9,220681.8789,9281759.772,147,217700.4539,9355364.915
1435,9,220681.8789,9281759.772,148,217002.1986,9356682.844
1436,9,220681.8789,9281759.772,149,217782.7776,9356768.42
1437,9,220681.8789,9281759.772,150,217224.284,9358047.908
1438,9,220681.8789,9281759.772,151,217925.5096,9358306.571
1439,9,220681.8789,9281759.772,152,218304.2594,9359625.25
1440,9,220681.8789,9281759.772,153,219109.887,9360154.904
1441,9,220681.8789,9281759.772,154,218375.084,9360533.602
1442,9,220681.8789,9281759.772,155,219679.8068,9360899.379
1443,9,220681.8789,9281759.772,156,220784.1132,9361728.057
1444,9,220681.8789,9281759.772,157,220224.8136,9363403.728
1445,9,220681.8789,9281759.772,158,221252.8252,9362932.585
1446,9,220681.8789,9281759.772,159,220130.9102,9364129.854
1447,9,220681.8789,9281759.772,160,220676.5068,9364823.054
1448,9,220681.8789,9281759.772,161,220965.2118,9365053.462
1449,10,214333.0551,9283540.984,1,215379.8541,9280685.623
1450,10,214333.0551,9283540.984,2,216084.5743,9280696.494
1451,10,214333.0551,9283540.984,3,220377.8235,9280982.039
1452,10,214333.0551,9283540.984,4,221083.1951,9280499.051
1453,10,214333.0551,9283540.984,5,214368.1239,9281603.483
1454,10,214333.0551,9283540.984,6,215109.0149,9281711.749
1455,10,214333.0551,9283540.984,7,216024.5784,9281640.556
1456,10,214333.0551,9283540.984,8,220356.0093,9281300.749
1457,10,214333.0551,9283540.984,9,220681.8789,9281759.772
1458,10,214333.0551,9283540.984,10,214333.0551,9283540.984
1459,10,214333.0551,9283540.984,11,214718.478,9283341.916
1460,10,214333.0551,9283540.984,12,216161.871,9283310.444
1461,10,214333.0551,9283540.984,13,220768.0356,9283171.672
1462,10,214333.0551,9283540.984,14,214236.6937,9284873.12
1463,10,214333.0551,9283540.984,15,215062.0103,9284821.394
1464,10,214333.0551,9283540.984,16,216175.7091,9285024.221
1465,10,214333.0551,9283540.984,17,220341.6909,9285042.565
1466,10,214333.0551,9283540.984,18,220559.5837,9284707.915
1467,10,214333.0551,9283540.984,19,214242.5176,9285951.152
1468,10,214333.0551,9283540.984,20,215126.4992,9286204.305
1469,10,214333.0551,9283540.984,21,216088.4348,9285959.628
1470,10,214333.0551,9283540.984,22,220128.1659,9286341.379
1471,10,214333.0551,9283540.984,23,220529.315,9286136.707
1472,10,214333.0551,9283540.984,24,215155.9601,9287033.29
1473,10,214333.0551,9283540.984,25,219858.9284,9287629.6
1474,10,214333.0551,9283540.984,26,220491.7896,9287209.561
1475,10,214333.0551,9283540.984,27,218843.8845,9289921.288
1476,10,214333.0551,9283540.984,28,219337.7198,9289278.179
1477,10,214333.0551,9283540.984,29,218583.9396,9290816.8
1478,10,214333.0551,9283540.984,30,218983.6024,9290473.163
1479,10,214333.0551,9283540.984,31,218343.2794,9292229.389
1480,10,214333.0551,9283540.984,32,219692.8646,9292231.265
1481,10,214333.0551,9283540.984,33,218091.327,9293752.133
1482,10,214333.0551,9283540.984,34,219556.632,9293953.206
1483,10,214333.0551,9283540.984,35,220421.0432,9293014.469
1484,10,214333.0551,9283540.984,36,217373.7955,9295944.515
1485,10,214333.0551,9283540.984,37,218029.518,9295277.016
1486,10,214333.0551,9283540.984,38,219511.5281,9295343.207
1487,10,214333.0551,9283540.984,39,220396.8086,9295762.959
1488,10,214333.0551,9283540.984,40,217340.2304,9296899.839
1489,10,214333.0551,9283540.984,41,218056.4679,9296812.255
1490,10,214333.0551,9283540.984,42,219519.6006,9297020.647
1491,10,214333.0551,9283540.984,43,220408.7169,9296141.167
1492,10,214333.0551,9283540.984,44,217270.2853,9298407.179
1493,10,214333.0551,9283540.984,45,218184.4747,9298346.528
1494,10,214333.0551,9283540.984,46,219504.7993,9298278.469
1495,10,214333.0551,9283540.984,47,217175.7305,9299754.996
1496,10,214333.0551,9283540.984,48,218118.7604,9299520.137
1497,10,214333.0551,9283540.984,49,219637.1984,9299726.934
1498,10,214333.0551,9283540.984,50,220419.714,9300413.145
1499,10,214333.0551,9283540.984,51,217162.6284,9301422.638
1500,10,214333.0551,9283540.984,52,218197.036,9301316.688
1501,10,214333.0551,9283540.984,53,219664.3887,9301176.277
1502,10,214333.0551,9283540.984,54,220516.7801,9301220.298
1503,10,214333.0551,9283540.984,55,216939.8612,9302814.292
1504,10,214333.0551,9283540.984,56,218061.6219,9302699.155
1505,10,214333.0551,9283540.984,57,219742.7915,9302548.919
1506,10,214333.0551,9283540.984,58,220514.1514,9302540.41
1507,10,214333.0551,9283540.984,59,216902.3065,9304234.998
1508,10,214333.0551,9283540.984,60,218113.5263,9304317.713
1509,10,214333.0551,9283540.984,61,219635.6639,9304264.923
1510,10,214333.0551,9283540.984,62,220655.7449,9304438.424
1511,10,214333.0551,9283540.984,63,215661.3617,9306200.505
1512,10,214333.0551,9283540.984,64,216713.4651,9305793.955
1513,10,214333.0551,9283540.984,65,218099.6192,9305530.166
1514,10,214333.0551,9283540.984,66,219563.8169,9305358.731
1515,10,214333.0551,9283540.984,67,220601.9682,9305256.254
1516,10,214333.0551,9283540.984,68,215433.1993,9307233.695
1517,10,214333.0551,9283540.984,69,216480.2273,9307203.214
1518,10,214333.0551,9283540.984,70,215297.0766,9308832.45
1519,10,214333.0551,9283540.984,71,216566.8341,9308784.236
1520,10,214333.0551,9283540.984,72,217402.3672,9309197.326
1521,10,214333.0551,9283540.984,73,214106.0865,9310659.621
1522,10,214333.0551,9283540.984,74,215133.008,9310244.576
1523,10,214333.0551,9283540.984,75,216262.0685,9310105.391
1524,10,214333.0551,9283540.984,76,217416.2802,9309497.915
1525,10,214333.0551,9283540.984,77,211244.8515,9312408.637
1526,10,214333.0551,9283540.984,78,212292.679,9312084.35
1527,10,214333.0551,9283540.984,79,213508.3264,9311480.489
1528,10,214333.0551,9283540.984,80,215139.2181,9311375.212
1529,10,214333.0551,9283540.984,81,216638.4208,9311390.242
1530,10,214333.0551,9283540.984,82,217423.7559,9311992.719
1531,10,214333.0551,9283540.984,83,211079.6171,9313240.822
1532,10,214333.0551,9283540.984,84,211929.9916,9313112.723
1533,10,214333.0551,9283540.984,85,213536.9892,9312765.346
1534,10,214333.0551,9283540.984,86,214667.1934,9313183.281
1535,10,214333.0551,9283540.984,87,210844.4154,9314757.328
1536,10,214333.0551,9283540.984,88,211546.2429,9314603.112
1537,10,214333.0551,9283540.984,89,210709.9657,9316316.166
1538,10,214333.0551,9283540.984,90,211447.72,9316404.472
1539,10,214333.0551,9283540.984,91,210732.3243,9317709.482
1540,10,214333.0551,9283540.984,92,211616.5896,9317879.936
1541,10,214333.0551,9283540.984,93,210844.2539,9319215.868
1542,10,214333.0551,9283540.984,94,211954.5057,9319348.685
1543,10,214333.0551,9283540.984,95,211028.305,9320653.372
1544,10,214333.0551,9283540.984,96,211924.2638,9320704.608
1545,10,214333.0551,9283540.984,97,211236.2975,9321940.052
1546,10,214333.0551,9283540.984,98,211903.2427,9322311.986
1547,10,214333.0551,9283540.984,99,212989.4479,9322805.754
1548,10,214333.0551,9283540.984,100,212217.2889,9323724.712
1549,10,214333.0551,9283540.984,101,213619.7601,9323859.218
1550,10,214333.0551,9283540.984,102,214916.8822,9324213.013
1551,10,214333.0551,9283540.984,103,216478.0363,9324100.697
1552,10,214333.0551,9283540.984,104,212580.3473,9325052.909
1553,10,214333.0551,9283540.984,105,213479.6808,9325425.55
1554,10,214333.0551,9283540.984,106,215210.3882,9325319.869
1555,10,214333.0551,9283540.984,107,216275.3863,9325343.034
1556,10,214333.0551,9283540.984,108,212840.5247,9326071.444
1557,10,214333.0551,9283540.984,109,213697.556,9326418.019
1558,10,214333.0551,9283540.984,110,215163.1994,9326519.001
1559,10,214333.0551,9283540.984,111,216321.108,9326680.555
1560,10,214333.0551,9283540.984,112,216491.3947,9328222.873
1561,10,214333.0551,9283540.984,113,218278.483,9328720.51
1562,10,214333.0551,9283540.984,114,216417.0588,9329913.647
1563,10,214333.0551,9283540.984,115,218034.6445,9329645.129
1564,10,214333.0551,9283540.984,116,216688.391,9331236.678
1565,10,214333.0551,9283540.984,117,217683.2193,9330807.337
1566,10,214333.0551,9283540.984,118,215800.3107,9333083.425
1567,10,214333.0551,9283540.984,119,216539.9791,9332752.272
1568,10,214333.0551,9283540.984,120,217407.245,9333055.124
1569,10,214333.0551,9283540.984,121,215777.8205,9333679.116
1570,10,214333.0551,9283540.984,122,216764.9904,9334155.649
1571,10,214333.0551,9283540.984,123,217602.2987,9334517.528
1572,10,214333.0551,9283540.984,124,216992.2472,9335504.923
1573,10,214333.0551,9283540.984,125,217543.6239,9335431.498
1574,10,214333.0551,9283540.984,126,217178.5047,9337419.822
1575,10,214333.0551,9283540.984,127,217481.5684,9337121.481
1576,10,214333.0551,9283540.984,128,217163.8736,9338539.357
1577,10,214333.0551,9283540.984,129,217478.5886,9338455.483
1578,10,214333.0551,9283540.984,130,216445.1932,9340410.566
1579,10,214333.0551,9283540.984,131,216353.9627,9341628.387
1580,10,214333.0551,9283540.984,132,216482.6337,9343300.463
1581,10,214333.0551,9283540.984,133,216508.8459,9344803.278
1582,10,214333.0551,9283540.984,134,216912.7906,9346054.356
1583,10,214333.0551,9283540.984,135,217563.016,9346322.822
1584,10,214333.0551,9283540.984,136,217012.1252,9347972.89
1585,10,214333.0551,9283540.984,137,217748.8914,9347173.116
1586,10,214333.0551,9283540.984,138,216708.3335,9349365.882
1587,10,214333.0551,9283540.984,139,217729.0699,9349924.41
1588,10,214333.0551,9283540.984,140,216579.8161,9350745.816
1589,10,214333.0551,9283540.984,141,217756.0426,9350152.92
1590,10,214333.0551,9283540.984,142,216591.2771,9352243.605
1591,10,214333.0551,9283540.984,143,217414.2603,9351944.945
1592,10,214333.0551,9283540.984,144,216707.6069,9353706.346
1593,10,214333.0551,9283540.984,145,217482.6398,9354073.031
1594,10,214333.0551,9283540.984,146,216874.0269,9355212.578
1595,10,214333.0551,9283540.984,147,217700.4539,9355364.915
1596,10,214333.0551,9283540.984,148,217002.1986,9356682.844
1597,10,214333.0551,9283540.984,149,217782.7776,9356768.42
1598,10,214333.0551,9283540.984,150,217224.284,9358047.908
1599,10,214333.0551,9283540.984,151,217925.5096,9358306.571
1600,10,214333.0551,9283540.984,152,218304.2594,9359625.25
1601,10,214333.0551,9283540.984,153,219109.887,9360154.904
1602,10,214333.0551,9283540.984,154,218375.084,9360533.602
1603,10,214333.0551,9283540.984,155,219679.8068,9360899.379
1604,10,214333.0551,9283540.984,156,220784.1132,9361728.057
1605,10,214333.0551,9283540.984,157,220224.8136,9363403.728
1606,10,214333.0551,9283540.984,158,221252.8252,9362932.585
1607,10,214333.0551,9283540.984,159,220130.9102,9364129.854
1608,10,214333.0551,9283540.984,160,220676.5068,9364823.054
1609,10,214333.0551,9283540.984,161,220965.2118,9365053.462
1610,11,214718.478,9283341.916,1,215379.8541,9280685.623
1611,11,214718.478,9283341.916,2,216084.5743,9280696.494
1612,11,214718.478,9283341.916,3,220377.8235,9280982.039
1613,11,214718.478,9283341.916,4,221083.1951,9280499.051
1614,11,214718.478,9283341.916,5,214368.1239,9281603.483
1615,11,214718.478,9283341.916,6,215109.0149,9281711.749
1616,11,214718.478,9283341.916,7,216024.5784,9281640.556
1617,11,214718.478,9283341.916,8,220356.0093,9281300.749
1618,11,214718.478,9283341.916,9,220681.8789,9281759.772
1619,11,214718.478,9283341.916,10,214333.0551,9283540.984
1620,11,214718.478,9283341.916,11,214718.478,9283341.916
1621,11,214718.478,9283341.916,12,216161.871,9283310.444
1622,11,214718.478,9283341.916,13,220768.0356,9283171.672
1623,11,214718.478,9283341.916,14,214236.6937,9284873.12
1624,11,214718.478,9283341.916,15,215062.0103,9284821.394
1625,11,214718.478,9283341.916,16,216175.7091,9285024.221
1626,11,214718.478,9283341.916,17,220341.6909,9285042.565
1627,11,214718.478,9283341.916,18,220559.5837,9284707.915
1628,11,214718.478,9283341.916,19,214242.5176,9285951.152
1629,11,214718.478,9283341.916,20,215126.4992,9286204.305
1630,11,214718.478,9283341.916,21,216088.4348,9285959.628
1631,11,214718.478,9283341.916,22,220128.1659,9286341.379
1632,11,214718.478,9283341.916,23,220529.315,9286136.707
1633,11,214718.478,9283341.916,24,215155.9601,9287033.29
1634,11,214718.478,9283341.916,25,219858.9284,9287629.6
1635,11,214718.478,9283341.916,26,220491.7896,9287209.561
1636,11,214718.478,9283341.916,27,218843.8845,9289921.288
1637,11,214718.478,9283341.916,28,219337.7198,9289278.179
1638,11,214718.478,9283341.916,29,218583.9396,9290816.8
1639,11,214718.478,9283341.916,30,218983.6024,9290473.163
1640,11,214718.478,9283341.916,31,218343.2794,9292229.389
1641,11,214718.478,9283341.916,32,219692.8646,9292231.265
